A	A7
A	A_1_2_3_4_5_6_8_9_10_11
A_1_2_3_4_5_6_8_10_11	A_1_5_8
A_1_2_3_4_5_6_8_10_11	A_2_3_4_6_10_11
A_1_2_3_4_5_6_8_9_10_11	A9
A_1_2_3_4_5_6_8_9_10_11	A_1_2_3_4_5_6_8_10_11
A_1_5	A1
A_1_5	A5
A_1_5_8	A8
A_1_5_8	A_1_5
A_2_3_4_6_10_11	A_2_4
A_2_3_4_6_10_11	A_3_6_10_11
A_2_3_4_6_10_11	C
A_2_4	A2
A_2_4	A4
A_3_10	A10
A_3_10	A3
A_3_6_10_11	A_3_10
A_3_6_10_11	A_6_11
A_6_11	A11
A_6_11	A6
B	B_1_2_5_6_7_10_11
B	B_3_4_8_9
B11	C
B_1_2_5_6_7_10_11	B_1_7
B_1_2_5_6_7_10_11	B_2_5_6_10_11
B_1_7	B1
B_1_7	B7
B_2_5_6_10_11	B10
B_2_5_6_10_11	B_2_5_6_11
B_2_5_6_11	B_2_6
B_2_5_6_11	B_5_11
B_2_6	B2
B_2_6	B6
B_3_4_8_9	B3
B_3_4_8_9	B_4_8_9
B_4_8_9	B8
B_4_8_9	B_4_9
B_4_9	B4
B_4_9	B9
B_5_11	B11
B_5_11	B5
C	C_1_2_3_4_5_6_8_11
C	C_7_9_10
C_1_2_3_4_5_6_8_11	C_1_4_6_8
C_1_2_3_4_5_6_8_11	C_2_3_5_11
C_1_4_6_8	C4
C_1_4_6_8	C_1_6_8
C_1_6_8	C1
C_1_6_8	C_6_8
C_2_3	C2
C_2_3	C3
C_2_3_11	C11
C_2_3_11	C_2_3
C_2_3_5_11	C5
C_2_3_5_11	C_2_3_11
C_6_8	C6
C_6_8	C8
C_7_9	C7
C_7_9	C9
C_7_9_10	C10
C_7_9_10	C_7_9
