A	A_1_4_6_10
A	A_2_3_5_7_8_9_11
A_1_4_6_10	A_1_6
A_1_4_6_10	A_4_10
A_1_6	A1
A_1_6	A6
A_2_3	A2
A_2_3	A3
A_2_3_5_7_8_9_11	A5
A_2_3_5_7_8_9_11	A_2_3_7_8_9_11
A_2_3_7_11	A_2_3
A_2_3_7_11	A_7_11
A_2_3_7_8_9_11	A_2_3_7_11
A_2_3_7_8_9_11	A_8_9
A_4_10	A10
A_4_10	A4
A_4_10	C
A_7_11	A11
A_7_11	A7
A_8_9	A8
A_8_9	A9
B	B_1_2_3_7_8
B	B_4_5_6_9_10_11
B_1_2_3_7_8	B_1_3_8
B_1_2_3_7_8	B_2_7
B_1_3_8	B1
B_1_3_8	B_3_8
B_2_7	B2
B_2_7	B7
B_3_8	B3
B_3_8	B8
B_3_8	C
B_4_5_6_9_10_11	B4
B_4_5_6_9_10_11	B_5_6_9_10_11
B_5_11	B11
B_5_11	B5
B_5_6_9_10_11	B_5_9_11
B_5_6_9_10_11	B_6_10
B_5_9_11	B9
B_5_9_11	B_5_11
B_6_10	B10
B_6_10	B6
C	C_1_2_3_4_5_8_10_11
C	C_6_7_9
C_1_2_3_4_5	C_1_3_4
C_1_2_3_4_5	C_2_5
C_1_2_3_4_5_8_10	C_1_2_3_4_5
C_1_2_3_4_5_8_10	C_8_10
C_1_2_3_4_5_8_10_11	C11
C_1_2_3_4_5_8_10_11	C_1_2_3_4_5_8_10
C_1_3_4	C3
C_1_3_4	C_1_4
C_1_4	C1
C_1_4	C4
C_2_5	C2
C_2_5	C5
C_6_7_9	C7
C_6_7_9	C_6_9
C_6_9	C6
C_6_9	C9
C_8_10	C10
C_8_10	C8
