A	A_1_3_4_6_8_9_10_11
A	A_2_5_7
A_1_3_4_6_8_9_10_11	A_1_4_6_8_10_11
A_1_3_4_6_8_9_10_11	A_3_9
A_1_4_6_8_10_11	A_1_6_8_11
A_1_4_6_8_10_11	A_4_10
A_1_6_8_11	A_1_8
A_1_6_8_11	A_6_11
A_1_8	A1
A_1_8	A8
A_2_5_7	A5
A_2_5_7	A_2_7
A_2_7	A2
A_2_7	A7
A_3_9	A3
A_3_9	A9
A_4_10	A10
A_4_10	A4
A_6_11	A11
A_6_11	A6
A_6_11	C
B	B_1_2_3_5_7_8
B	B_4_6_9_10_11
B_1_2_3_5_7_8	B_1_2_7
B_1_2_3_5_7_8	B_3_5_8
B_1_2_7	B2
B_1_2_7	B_1_7
B_1_7	B1
B_1_7	B7
B_3_5_8	B3
B_3_5_8	B_5_8
B_4_10	B10
B_4_10	B4
B_4_10_11	B11
B_4_10_11	B_4_10
B_4_6_9_10_11	B_4_10_11
B_4_6_9_10_11	B_6_9
B_4_6_9_10_11	C
B_5_8	B5
B_5_8	B8
B_6_9	B6
B_6_9	B9
C	C_1_3_7
C	C_2_4_5_6_8_9_10_11
C_1_3_7	C3
C_1_3_7	C_1_7
C_1_7	C1
C_1_7	C7
C_2_4_5_6_8_9_10_11	C_2_5_8_10_11
C_2_4_5_6_8_9_10_11	C_4_6_9
C_2_5_10_11	C10
C_2_5_10_11	C_2_5_11
C_2_5_11	C2
C_2_5_11	C_5_11
C_2_5_8_10_11	C8
C_2_5_8_10_11	C_2_5_10_11
C_4_6_9	C6
C_4_6_9	C_4_9
C_4_9	C4
C_4_9	C9
C_5_11	C11
C_5_11	C5
