A	A_1_2_7_9
A	A_3_4_5_6_8_10_11
A10	C
A_1_2_7_9	A_1_7
A_1_2_7_9	A_2_9
A_1_7	A1
A_1_7	A7
A_2_9	A2
A_2_9	A9
A_3_4_5_6_8_10_11	A_3_8_11
A_3_4_5_6_8_10_11	A_4_5_6_10
A_3_8	A3
A_3_8	A8
A_3_8_11	A11
A_3_8_11	A_3_8
A_4_10	A10
A_4_10	A4
A_4_5_6_10	A5
A_4_5_6_10	A_4_6_10
A_4_6_10	A6
A_4_6_10	A_4_10
B	B_1_2_4_6_7_8_11
B	B_3_5_9_10
B9	C
B_1_2_4_6_7_8_11	B_1_8
B_1_2_4_6_7_8_11	B_2_4_6_7_11
B_1_8	B1
B_1_8	B8
B_2_4_6_7_11	B_2_4_7
B_2_4_6_7_11	B_6_11
B_2_4_7	B4
B_2_4_7	B_2_7
B_2_7	B2
B_2_7	B7
B_3_5_9_10	B_3_9
B_3_5_9_10	B_5_10
B_3_9	B3
B_3_9	B9
B_5_10	B10
B_5_10	B5
B_6_11	B11
B_6_11	B6
C	C6
C	C_1_2_3_4_5_7_8_9_10_11
C_1_2_3_4_5_7_8_9_10_11	C5
C_1_2_3_4_5_7_8_9_10_11	C_1_2_3_4_7_8_9_10_11
C_1_2_3_4_7_8_9_10_11	C_1_8_11
C_1_2_3_4_7_8_9_10_11	C_2_3_4_7_9_10
C_1_8	C1
C_1_8	C8
C_1_8_11	C11
C_1_8_11	C_1_8
C_2_3_4_7_9_10	C_2_3_7_9
C_2_3_4_7_9_10	C_4_10
C_2_3_7_9	C_2_7
C_2_3_7_9	C_3_9
C_2_7	C2
C_2_7	C7
C_3_9	C3
C_3_9	C9
C_4_10	C10
C_4_10	C4
