A	A_1_4
A	A_2_3_5_6_7_8_9_10_11
A1	C
A_1_4	A1
A_1_4	A4
A_2_3_5_6_7_8_9_10_11	A_2_3_5_6_7_9_11
A_2_3_5_6_7_8_9_10_11	A_8_10
A_2_3_5_6_7_9_11	A3
A_2_3_5_6_7_9_11	A_2_5_6_7_9_11
A_2_5	A2
A_2_5	A5
A_2_5_11	A11
A_2_5_11	A_2_5
A_2_5_6_7_9_11	A7
A_2_5_6_7_9_11	A_2_5_6_9_11
A_2_5_6_9_11	A_2_5_11
A_2_5_6_9_11	A_6_9
A_6_9	A6
A_6_9	A9
A_8_10	A10
A_8_10	A8
B	B_1_2_4_6_7_8_9_10
B	B_3_5_11
B2	C
B_1_2_4_6_7_8_9_10	B_1_4_8_9
B_1_2_4_6_7_8_9_10	B_2_6_7_10
B_1_4_8_9	B4
B_1_4_8_9	B_1_8_9
B_1_8	B1
B_1_8	B8
B_1_8_9	B9
B_1_8_9	B_1_8
B_2_10	B10
B_2_10	B2
B_2_6_10	B6
B_2_6_10	B_2_10
B_2_6_7_10	B7
B_2_6_7_10	B_2_6_10
B_3_11	B11
B_3_11	B3
B_3_5_11	B5
B_3_5_11	B_3_11
C	C_1_5_7_11
C	C_2_3_4_6_8_9_10
C_1_5_7	C5
C_1_5_7	C_1_7
C_1_5_7_11	C11
C_1_5_7_11	C_1_5_7
C_1_7	C1
C_1_7	C7
C_2_3_4_6_8_9_10	C_2_4_6_8_9
C_2_3_4_6_8_9_10	C_3_10
C_2_4_6_8_9	C_2_8
C_2_4_6_8_9	C_4_6_9
C_2_8	C2
C_2_8	C8
C_3_10	C10
C_3_10	C3
C_4_6_9	C6
C_4_6_9	C_4_9
C_4_9	C4
C_4_9	C9
