A	A9
A	A_1_2_3_4_5_6_7_8_10_11_12
A8	C
A_1_2_3_4_5_6_7_8_10_11_12	A_1_2_3_4_6_7_8_10_12
A_1_2_3_4_5_6_7_8_10_11_12	A_5_11
A_1_2_3_4_6_7_8_10_12	A_1_4_6_7_12
A_1_2_3_4_6_7_8_10_12	A_2_3_8_10
A_1_4_6_7_12	A_1_7
A_1_4_6_7_12	A_4_6_12
A_1_7	A1
A_1_7	A7
A_2_3_8_10	A_2_8
A_2_3_8_10	A_3_10
A_2_8	A2
A_2_8	A8
A_3_10	A10
A_3_10	A3
A_4_12	A12
A_4_12	A4
A_4_6_12	A6
A_4_6_12	A_4_12
A_5_11	A11
A_5_11	A5
B	B4
B	B_1_2_3_5_6_7_8_9_10_11_12
B5	C
B_1_10	B1
B_1_10	B10
B_1_2_3_5_6_7_8_9_10_11_12	B11
B_1_2_3_5_6_7_8_9_10_11_12	B_1_2_3_5_6_7_8_9_10_12
B_1_2_3_5_6_7_8_9_10_12	B_1_3_5_6_7_8_10_12
B_1_2_3_5_6_7_8_9_10_12	B_2_9
B_1_3_5_6_7_8_10	B5
B_1_3_5_6_7_8_10	B_1_3_6_7_8_10
B_1_3_5_6_7_8_10_12	B12
B_1_3_5_6_7_8_10_12	B_1_3_5_6_7_8_10
B_1_3_6_7_8_10	B6
B_1_3_6_7_8_10	B_1_3_7_8_10
B_1_3_7_8_10	B_1_10
B_1_3_7_8_10	B_3_7_8
B_2_9	B2
B_2_9	B9
B_3_7	B3
B_3_7	B7
B_3_7_8	B8
B_3_7_8	B_3_7
C	C11
C	C_1_2_3_4_5_6_7_8_9_10_12
C_1_2_3_4_5_6_7_8_9_10_12	C_1_4_5_9_12
C_1_2_3_4_5_6_7_8_9_10_12	C_2_3_6_7_8_10
C_1_4_5_9_12	C1
C_1_4_5_9_12	C_4_5_9_12
C_2_3_6_7_8_10	C6
C_2_3_6_7_8_10	C_2_3_7_8_10
C_2_3_7_8_10	C_2_8
C_2_3_7_8_10	C_3_7_10
C_2_8	C2
C_2_8	C8
C_3_7	C3
C_3_7	C7
C_3_7_10	C10
C_3_7_10	C_3_7
C_4_5_9_12	C_4_9
C_4_5_9_12	C_5_12
C_4_9	C4
C_4_9	C9
C_5_12	C12
C_5_12	C5
