A	A_1_3_4_5_6_7_9_10_11
A	A_2_8
A_1_3_4_5_6_7_9_10_11	A3
A_1_3_4_5_6_7_9_10_11	A_1_4_5_6_7_9_10_11
A_1_4_5_6_7_9_10_11	A1
A_1_4_5_6_7_9_10_11	A_4_5_6_7_9_10_11
A_2_8	A2
A_2_8	A8
A_4_5_6_7_9_10_11	A_4_5_7_9_11
A_4_5_6_7_9_10_11	A_6_10
A_4_5_7_9_11	A_4_5_9
A_4_5_7_9_11	A_7_11
A_4_5_9	A4
A_4_5_9	A_5_9
A_4_5_9	C
A_5_9	A5
A_5_9	A9
A_6_10	A10
A_6_10	A6
A_7_11	A11
A_7_11	A7
B	B_1_4_5_7_8_10
B	B_2_3_6_9_11
B11	C
B_1_10	B1
B_1_10	B10
B_1_4_5_7_8_10	B_1_7_10
B_1_4_5_7_8_10	B_4_5_8
B_1_7_10	B7
B_1_7_10	B_1_10
B_2_3_6_9_11	B_2_3_9
B_2_3_6_9_11	B_6_11
B_2_3_9	B2
B_2_3_9	B_3_9
B_3_9	B3
B_3_9	B9
B_4_5_8	B5
B_4_5_8	B_4_8
B_4_8	B4
B_4_8	B8
B_6_11	B11
B_6_11	B6
C	C_1_2_3_5_7_10_11
C	C_4_6_8_9
C_1_2_3_5_7_10_11	C2
C_1_2_3_5_7_10_11	C_1_3_5_7_10_11
C_1_3	C1
C_1_3	C3
C_1_3_5_7_10_11	C5
C_1_3_5_7_10_11	C_1_3_7_10_11
C_1_3_7_10	C_1_3
C_1_3_7_10	C_7_10
C_1_3_7_10_11	C11
C_1_3_7_10_11	C_1_3_7_10
C_4_6_8_9	C4
C_4_6_8_9	C_6_8_9
C_6_8	C6
C_6_8	C8
C_6_8_9	C9
C_6_8_9	C_6_8
C_7_10	C10
C_7_10	C7
