A	A7
A	A_1_2_3_4_5_6_8_9_10_11_12
A12	C
A_1_2_3_4_5_6_8_9_10_11_12	A_1_2_4_5_9_10_11
A_1_2_3_4_5_6_8_9_10_11_12	A_3_6_8_12
A_1_2_4_5_9_10_11	A_1_2_9_11
A_1_2_4_5_9_10_11	A_4_5_10
A_1_2_9	A2
A_1_2_9	A_1_9
A_1_2_9_11	A11
A_1_2_9_11	A_1_2_9
A_1_9	A1
A_1_9	A9
A_3_6_8_12	A3
A_3_6_8_12	A_6_8_12
A_4_5_10	A4
A_4_5_10	A_5_10
A_5_10	A10
A_5_10	A5
A_6_8_12	A6
A_6_8_12	A_8_12
A_8_12	A12
A_8_12	A8
B	B9
B	B_1_2_3_4_5_6_7_8_10_11_12
B5	C
B_1_2_3_4_5_6_7_8_10_11_12	B2
B_1_2_3_4_5_6_7_8_10_11_12	B_1_3_4_5_6_7_8_10_11_12
B_1_3_4_5_6_7_8_10_11_12	B_1_4_7
B_1_3_4_5_6_7_8_10_11_12	B_3_5_6_8_10_11_12
B_1_4_7	B4
B_1_4_7	B_1_7
B_1_7	B1
B_1_7	B7
B_3_10	B10
B_3_10	B3
B_3_5_6_8_10_11_12	B_3_5_8_10_12
B_3_5_6_8_10_11_12	B_6_11
B_3_5_8_10_12	B_3_8_10
B_3_5_8_10_12	B_5_12
B_3_8_10	B8
B_3_8_10	B_3_10
B_5_12	B12
B_5_12	B5
B_6_11	B11
B_6_11	B6
C	C8
C	C_1_2_3_4_5_6_7_9_10_11_12
C_1_2_3_4_5_6_7_9_10_11_12	C_1_2_3_5_7_10
C_1_2_3_4_5_6_7_9_10_11_12	C_4_6_9_11_12
C_1_2_3_5_7	C2
C_1_2_3_5_7	C_1_3_5_7
C_1_2_3_5_7_10	C10
C_1_2_3_5_7_10	C_1_2_3_5_7
C_1_3_5_7	C_1_5
C_1_3_5_7	C_3_7
C_1_5	C1
C_1_5	C5
C_3_7	C3
C_3_7	C7
C_4_12	C12
C_4_12	C4
C_4_6_9_11_12	C6
C_4_6_9_11_12	C_4_9_11_12
C_4_9_11_12	C11
C_4_9_11_12	C_4_9_12
C_4_9_12	C9
C_4_9_12	C_4_12
