A	A_1_3_4_6_8_10_11
A	A_2_5_7_9
A_1_10	A1
A_1_10	A10
A_1_3_4_6_8_10_11	A_1_8_10
A_1_3_4_6_8_10_11	A_3_4_6_11
A_1_3_4_6_8_10_11	C
A_1_8_10	A8
A_1_8_10	A_1_10
A_2_5	A2
A_2_5	A5
A_2_5_7_9	A_2_5
A_2_5_7_9	A_7_9
A_3_4_6_11	A_3_6
A_3_4_6_11	A_4_11
A_3_6	A3
A_3_6	A6
A_4_11	A11
A_4_11	A4
A_7_9	A7
A_7_9	A9
B	B8
B	B_1_2_3_4_5_6_7_9_10_11
B10	C
B_1_2_3_4_5_6_7_9_10_11	B_1_2_3_5_7_9_10
B_1_2_3_4_5_6_7_9_10_11	B_4_6_11
B_1_2_3_5_7_9_10	B_1_3_5_9
B_1_2_3_5_7_9_10	B_2_7_10
B_1_3_5	B3
B_1_3_5	B_1_5
B_1_3_5_9	B9
B_1_3_5_9	B_1_3_5
B_1_5	B1
B_1_5	B5
B_2_7	B2
B_2_7	B7
B_2_7_10	B10
B_2_7_10	B_2_7
B_4_11	B11
B_4_11	B4
B_4_6_11	B6
B_4_6_11	B_4_11
C	C1
C	C_2_3_4_5_6_7_8_9_10_11
C_2_3_4_5_6_7_8_9_10_11	C7
C_2_3_4_5_6_7_8_9_10_11	C_2_3_4_5_6_8_9_10_11
C_2_3_4_5_6_8_9_10_11	C5
C_2_3_4_5_6_8_9_10_11	C_2_3_4_6_8_9_10_11
C_2_3_4_6_8_9_10_11	C3
C_2_3_4_6_8_9_10_11	C_2_4_6_8_9_10_11
C_2_4_6_8_9_10_11	C_2_4_8_9_11
C_2_4_6_8_9_10_11	C_6_10
C_2_4_8_9	C_2_8
C_2_4_8_9	C_4_9
C_2_4_8_9_11	C11
C_2_4_8_9_11	C_2_4_8_9
C_2_8	C2
C_2_8	C8
C_4_9	C4
C_4_9	C9
C_6_10	C10
C_6_10	C6
