A	A_1_2_3_4_6_7_9_10
A	A_5_8_11
A9	C
A_1_2_3_4_6_7_9_10	A_1_6
A_1_2_3_4_6_7_9_10	A_2_3_4_7_9_10
A_1_6	A1
A_1_6	A6
A_2_3_4_7_9_10	A4
A_2_3_4_7_9_10	A_2_3_7_9_10
A_2_3_7_10	A_2_7
A_2_3_7_10	A_3_10
A_2_3_7_9_10	A9
A_2_3_7_9_10	A_2_3_7_10
A_2_7	A2
A_2_7	A7
A_3_10	A10
A_3_10	A3
A_5_8	A5
A_5_8	A8
A_5_8_11	A11
A_5_8_11	A_5_8
B	B1
B	B_2_3_4_5_6_7_8_9_10_11
B_2_3_4_5_6_7_8_9_10_11	B_2_3_4_6_7_8_10_11
B_2_3_4_5_6_7_8_9_10_11	B_5_9
B_2_3_4_6_7_8_10_11	B_2_3_6_7_8_11
B_2_3_4_6_7_8_10_11	B_4_10
B_2_3_6_7_8_11	B_2_6_7
B_2_3_6_7_8_11	B_3_8_11
B_2_6_7	B6
B_2_6_7	B_2_7
B_2_7	B2
B_2_7	B7
B_3_8	B3
B_3_8	B8
B_3_8_11	B11
B_3_8_11	B_3_8
B_3_8_11	C
B_4_10	B10
B_4_10	B4
B_5_9	B5
B_5_9	B9
C	C_1_4_5_6_7_8
C	C_2_3_9_10_11
C_1_4_5_6_7_8	C_1_4_6
C_1_4_5_6_7_8	C_5_7_8
C_1_4_6	C1
C_1_4_6	C_4_6
C_2_11	C11
C_2_11	C2
C_2_3_11	C3
C_2_3_11	C_2_11
C_2_3_9_10_11	C10
C_2_3_9_10_11	C_2_3_9_11
C_2_3_9_11	C9
C_2_3_9_11	C_2_3_11
C_4_6	C4
C_4_6	C6
C_5_7	C5
C_5_7	C7
C_5_7_8	C8
C_5_7_8	C_5_7
